Title of the Book,Author,Book type,Original Price,Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
The Natural Baby Sleep Solution,Polly Moore Ph.D.,eBook,,$19.99,0761193022,,Workman Publishing Company,192
Solis,Kat Ross,eBook,,$4.39,0999048139,2021/8/1,Acorn Publishing,
Our Endless Numbered Days,Claire Fuller,eBook,,$15.99,0241969018,2015/2/26,Penguin Books Ltd,368
The Dying Hours,Mark Billingham,eBook,,$12.99,0748120505,2013/5/23rd,"Little, Brown Book Group",416
The Mist,Ragnar J�nasson,eBook,,$15.99,1405934891,2020/4/30,Penguin Books Ltd,320
The Hunger Games Complete Trilogy,Suzanne Collins,eBook,,,1407139983,2013/10/3rd,Scholastic,
Yew Tree Gardens,Anna Jacobs,eBook,$14.38,$12.99,0749012102,2012/7/30,Allison & Busby,320
Brave the Tempest,Karen Chance,eBook,$11.72,$10.99,1101990015,2019/7/30,Penguin Publishing Group,
Lolita,Vladimir Nabokov,eBook,,$15.99,014139160X,2012/7/27,Penguin Books Ltd,336
Point Of Origin,Patricia Cornwell,eBook,,$11.99,074810948X,2008/9/4,"Little, Brown Book Group",448
Stories of Your Life and Others,Ted Chiang,Paperback,,,0330426648,2005/3/1,Pan Macmillan,320
A Time to Die,Wilbur Smith,eBook,,,0330468383,2008/9/4,,
book not found,,,,,,,,
Best of Both Worlds,N.R. Walker,eBook,,$0.00,1370737459,,N.R. Walker,
When God was a Rabbit,Sarah Winman,eBook,,$11.99,0755379314,,Headline,336
Abducted,Charlene Lunnon,eBook,,$15.99,0141931388,,Penguin Books Ltd,288
London,Dr Matthew Green,eBook,,$15.99,1405919132,,Penguin Books Ltd,336
Animal Farm,George Orwell,eBook,,$10.99,0141905913,,Penguin Books Ltd,144
The Court Of Owls,Scott Snyder,Hardcover,,,1401235417,,DC Comics,176
"Call Down the Hawk (The Dreamer Trilogy, Book 1)",Maggie Stiefvater,eBook,$19.06,$15.99,1338188356,,Scholastic Inc.,
Heartburn,Nora Ephron,eBook,,$12.99,1405522305,,"Little, Brown Book Group",192
The Art of Raising a Puppy (Revised Edition),Monks of New Skete,eBook,,$29.99,0316182680,,"Little, Brown and Company",300
Nevernight,Jay Kristoff,Hardcover,,,0008179999,,HarperCollins Publishers,448
Summer Knight,Jim Butcher,eBook,,$12.99,0748116095,,"Little, Brown Book Group",416
Hooked,Nir Eyal,eBook,,$18.99,0241971853,,Penguin Books Ltd,256
Abducted,Charlene Lunnon,eBook,,$15.99,0141931388,,Penguin Books Ltd,288
London,Dr Matthew Green,eBook,,$15.99,1405919132,,Penguin Books Ltd,336
Animal Farm,George Orwell,eBook,,$10.99,0141905913,,Penguin Books Ltd,144
The Court Of Owls,Scott Snyder,Hardcover,,,1401235417,,DC Comics,176
"Call Down the Hawk (The Dreamer Trilogy, Book 1)",Maggie Stiefvater,eBook,$19.06,$15.99,1338188356,,Scholastic Inc.,
Heartburn,Nora Ephron,eBook,,$12.99,1405522305,,"Little, Brown Book Group",192
The Art of Raising a Puppy (Revised Edition),Monks of New Skete,eBook,,$29.99,0316182680,,"Little, Brown and Company",300
Nevernight,Jay Kristoff,Hardcover,,,0008179999,,HarperCollins Publishers,448
Summer Knight,Jim Butcher,eBook,,$12.99,0748116095,,"Little, Brown Book Group",416
Hooked,Nir Eyal,eBook,,$18.99,0241971853,,Penguin Books Ltd,256
Stories of Your Life and Others,Ted Chiang,Paperback,,,0330426648,2005/3/1,Pan Macmillan,320
A Time to Die,Wilbur Smith,eBook,,,0330468383,2008/9/4,,
Surface Detail,Iain M. Banks,eBook,,$12.99,0748117334,2010/10/7,"Little, Brown Book Group",400
Back To Battle,Max Hennessy,eBook,$9.89,$29.99,0755128001,2015/10/1,House of Stratus,334
The Coming of the Third Reich,Richard J. Evans,eBook,,$18.99,0718196805,2012/8/9,Penguin Books Ltd,656

One Simple Thing,Eddie Stern,eBook,$19.51,$15.99,0865478406,,"Farrar, Straus and Giroux",
"Love, Nina",Nina Stibbe,eBook,,$14.99,024196508X,,Penguin Books Ltd,200
The G.I. Diet,Rick Gallop,Paperback,,$29.75,076114479X,,WORKMAN PR,164
book not found,,,,,,,,
book not found,,,,,,,,
book not found,,,,,,,,
book not found,,,,,,,,
book not found,,,,,,,,
Close,Martina Cole,eBook,,$11.99,0755350677,,Headline,672
Dry Bones That Dream,Peter Robinson,eBook,,,033051458X,,,
Mrs Palfrey At The Claremont,Elizabeth Taylor,eBook,,$12.99,0748131000,,"Little, Brown Book Group",224
Severed Souls (A Richard and Kahlan novel),Terry Goodkind,eBook,,$11.99,0007510888,,HarperCollins Publishers,558
book not found,,,,,,,,
Final Option,Clive Cussler,eBook,,$22.99,1405941022,,Penguin Books Ltd,400
book not found,,,,,,,,
Storm Front : Dresden Files,Jim Butcher,eBook,,$12.99,0748116060,,"Little, Brown Book Group",352
The Magicians' Guild,Trudi Canavan,eBook,,,0748116664,,"Little, Brown Book Group",480
Pale Fire,Vladimir Nabokov,eBook,,$15.99,0141912863,,Penguin Books Ltd,352
Cat & Mouse,James Patterson,Paperback,,$40.25,0446692646,,GRAND CENTRAL PUBL,419
book not found,,,,,,,,
Best of Both Worlds,N.R. Walker,eBook,,$0.00,1370737459,,N.R. Walker,
When God was a Rabbit,Sarah Winman,eBook,,$11.99,0755379314,,Headline,336
Abducted,Charlene Lunnon,eBook,,$15.99,0141931388,,Penguin Books Ltd,288
London,Dr Matthew Green,eBook,,$15.99,1405919132,,Penguin Books Ltd,336
Animal Farm,George Orwell,eBook,,$10.99,0141905913,,Penguin Books Ltd,144
The Court Of Owls,Scott Snyder,Hardcover,,,1401235417,,DC Comics,176
"Call Down the Hawk (The Dreamer Trilogy, Book 1)",Maggie Stiefvater,eBook,$19.06,$15.99,1338188356,,Scholastic Inc.,
Heartburn,Nora Ephron,eBook,,$12.99,1405522305,,"Little, Brown Book Group",192
The Art of Raising a Puppy (Revised Edition),Monks of New Skete,eBook,,$29.99,0316182680,,"Little, Brown and Company",300
Nevernight,Jay Kristoff,Hardcover,,,0008179999,,HarperCollins Publishers,448
Summer Knight,Jim Butcher,eBook,,$12.99,0748116095,,"Little, Brown Book Group",416
Hooked,Nir Eyal,eBook,,$18.99,0241971853,,Penguin Books Ltd,256
Great Expectations (Illustrated),Charles Dickens,eBook,,$0.99,0978927087,,Top Five Books,
The Chrysalids,John Wyndham,eBook,,$15.99,0241950600,,Penguin Books Ltd,224
The Natural Baby Sleep Solution,Polly Moore Ph.D.,eBook,,$19.99,0761193022,,Workman Publishing Company,192
Solis,Kat Ross,eBook,,$4.39,0999048139,2021/8/1,Acorn Publishing,
Our Endless Numbered Days,Claire Fuller,eBook,,$15.99,0241969018,2015/2/26,Penguin Books Ltd,368
The Dying Hours,Mark Billingham,eBook,,$12.99,0748120505,2013/5/23rd,"Little, Brown Book Group",416
The Mist,Ragnar J�nasson,eBook,,$15.99,1405934891,2020/4/30,Penguin Books Ltd,320
The Hunger Games Complete Trilogy,Suzanne Collins,eBook,,,1407139983,2013/10/3rd,Scholastic,
Yew Tree Gardens,Anna Jacobs,eBook,$14.38,$12.99,0749012102,2012/7/30,Allison & Busby,320
Brave the Tempest,Karen Chance,eBook,$11.72,$10.99,1101990015,2019/7/30,Penguin Publishing Group,
Lolita,Vladimir Nabokov,eBook,,$15.99,014139160X,2012/7/27,Penguin Books Ltd,336
The Hunger Games Complete Trilogy,Suzanne Collins,eBook,,,1407139983,2013/10/3rd,Scholastic,
Point Of Origin,Patricia Cornwell,eBook,,$11.99,074810948X,2008/9/4,"Little, Brown Book Group",448
Stories of Your Life and Others,Ted Chiang,Paperback,,,0330426648,2005/3/1,Pan Macmillan,320
A Time to Die,Wilbur Smith,eBook,,,0330468383,2008/9/4,,
book not found,,,,,,,,
Best of Both Worlds,N.R. Walker,eBook,,$0.00,1370737459,,N.R. Walker,
When God was a Rabbit,Sarah Winman,eBook,,$11.99,0755379314,,Headline,336
Abducted,Charlene Lunnon,eBook,,$15.99,0141931388,,Penguin Books Ltd,288
Title of the Book,Author,Book type,Original Price,Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
Beneath a Burning Sky,Jenny Ashcroft,eBook,,$11.99,0751565059,,"Little, Brown Book Group",416
The Source,James A. Michener,eBook,,$5.99,0812986245,,Random House Publishing Group,
The Course of Love,Alain de Botton,eBook,,$15.99,0241962129,,Penguin Books Ltd,256
How Dogs Love Us,Gregory Berns,Hardcover,,,0544114515,,New Harvest,248
book not found,,,,,,,,
Dork Diaries,Rachel Renee Russell,eBook,,$9.99,0857076752,,Simon & Schuster UK,288
Blood Meridian,Cormac McCarthy,eBook,,$9.01,0307762521,,Knopf Doubleday Publishing Group,
Scoundrel,Bernard Cornwell,eBook,,$15.99,0141952059,,Penguin Books Ltd,320
Broken,Martina Cole,eBook,,$11.99,075535074X,,Headline,300
How To Write A Children's Book,Katie Davis,eBook,,$0.00,1311018956,,Katie Davis,
Why You?,James Reed,eBook,,$16.99,0241970229,,Penguin Books Ltd,272
This Changes Everything,Naomi Klein,eBook,,$16.99,0141971800,,Penguin Books Ltd,352
The One Plus One,Jojo Moyes,eBook,,$15.99,1405909064,,Penguin Books Ltd,448
Occupational Hazards,Rory Stewart,eBook,,,0330508245,,,
The Pact,Jodi Picoult,eBook,$12.99,$11.99,0061980242,,HarperCollins,512
Betty Crocker Lost Recipes,Betty Crocker,eBook,,$10.99,1328710378,,HarperCollins,240
Cure Your Child with Food,Kelly Dorfman,eBook,,$23.99,0761176918,,Workman Publishing Company,368
"The Doomsday Prophecy (Ben Hope, Book 3)",Scott Mariani,eBook,,$12.99,0007320043,,HarperCollins Publishers,482
A Narrow Return,Faith Martin,E-Book,,,1306023130,,Robert Hale & Company,225
Maigret and the Informer,Georges Simenon,eBook,,$15.99,0241304393,,Penguin Books Ltd,160
book not found,,,,,,,,
